"REF_DATE","GEO","DGUID","Rental unit type","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424988","3.3.1","1570","","","","0"
"2025-04","Fredericton, Census metropolitan area (CMA)","2021S0503320","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424988","3.3.1","1620","E","","","0"
"2025-07","Fredericton, Census metropolitan area (CMA)","2021S0503320","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424988","3.3.1","1670","","","","0"
"2024-07","Fredericton, Census metropolitan area (CMA)","2021S0503320","Room","Average asking rent","Dollars","81","units","0","v1675424990","3.5.1","680","","","","0"
"2024-10","Fredericton, Census metropolitan area (CMA)","2021S0503320","Room","Average asking rent","Dollars","81","units","0","v1675424990","3.5.1","700","","","","0"
"2025-01","Fredericton, Census metropolitan area (CMA)","2021S0503320","Room","Average asking rent","Dollars","81","units","0","v1675424990","3.5.1","660","","","","0"
"2025-04","Fredericton, Census metropolitan area (CMA)","2021S0503320","Room","Average asking rent","Dollars","81","units","0","v1675424990","3.5.1","680","E","","","0"
"2025-07","Fredericton, Census metropolitan area (CMA)","2021S0503320","Room","Average asking rent","Dollars","81","units","0","v1675424990","3.5.1","700","","","","0"
"2024-07","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424977","4.2.1","1290","","","","0"
"2024-10","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424977","4.2.1","1310","","","","0"
"2025-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424977","4.2.1","1320","","","","0"
"2025-04","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424977","4.2.1","1300","E","","","0"
"2025-07","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424977","4.2.1","1300","","","","0"
"2024-07","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424978","4.3.1","1550","","","","0"
"2024-10","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424978","4.3.1","1520","","","","0"
"2025-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424978","4.3.1","1520","","","","0"
"2025-04","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424978","4.3.1","1490","E","","","0"
"2025-07","Moncton, Census metropolitan area (CMA)","2021S0503305","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424978","4.3.1","1530","","","","0"
"2024-07","Moncton, Census metropolitan area (CMA)","2021S0503305","Room","Average asking rent","Dollars","81","units","0","v1675424980","4.5.1","690","","","","0"
"2024-10","Moncton, Census metropolitan area (CMA)","2021S0503305","Room","Average asking rent","Dollars","81","units","0","v1675424980","4.5.1","670","","","","0"
"2025-01","Moncton, Census metropolitan area (CMA)","2021S0503305","Room","Average asking rent","Dollars","81","units","0","v1675424980","4.5.1","680","","","","0"
"2025-04","Moncton, Census metropolitan area (CMA)","2021S0503305","Room","Average asking rent","Dollars","81","units","0","v1675424980","4.5.1","680","E","","","0"
"2025-07","Moncton, Census metropolitan area (CMA)","2021S0503305","Room","Average asking rent","Dollars","81","units","0","v1675424980","4.5.1","670","","","","0"
"2024-07","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424982","5.2.1","1190","","","","0"
"2024-10","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424982","5.2.1","1230","","","","0"
"2025-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424982","5.2.1","1180","","","","0"
"2025-04","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424982","5.2.1","1210","E","","","0"
"2025-07","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424982","5.2.1","1210","","","","0"
"2024-07","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424983","5.3.1","1590","E","","","0"
"2024-10","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424983","5.3.1","1550","","","","0"
"2025-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424983","5.3.1","1520","","","","0"
"2025-04","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424983","5.3.1","1510","E","","","0"
"2025-07","Saint John, Census metropolitan area (CMA)","2021S0503310","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424983","5.3.1","1600","","","","0"
"2024-07","Saint John, Census metropolitan area (CMA)","2021S0503310","Room","Average asking rent","Dollars","81","units","0","v1675424985","5.5.1","660","","","","0"
"2024-10","Saint John, Census metropolitan area (CMA)","2021S0503310","Room","Average asking rent","Dollars","81","units","0","v1675424985","5.5.1","640","E","","","0"
"2025-01","Saint John, Census metropolitan area (CMA)","2021S0503310","Room","Average asking rent","Dollars","81","units","0","v1675424985","5.5.1","680","","","","0"
"2025-04","Saint John, Census metropolitan area (CMA)","2021S0503310","Room","Average asking rent","Dollars","81","units","0","v1675424985","5.5.1","660","E","","","0"
"2025-07","Saint John, Census metropolitan area (CMA)","2021S0503310","Room","Average asking rent","Dollars","81","units","0","v1675424985","5.5.1","640","","","","0"
"2024-07","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425017","6.2.1","","..","","","0"
"2024-10","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425017","6.2.1","","..","","","0"
"2025-01","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425017","6.2.1","","..","","","0"
"2025-07","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425017","6.2.1","","..","","","0"
"2024-07","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425018","6.3.1","1040","E","","","0"
"2024-10","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425018","6.3.1","1150","E","","","0"
"2025-01","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425018","6.3.1","1200","E","","","0"
"2025-04","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425018","6.3.1","","F","","","0"
"2025-07","Drummondville, Census metropolitan area (CMA)","2021S0503447","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425018","6.3.1","1160","E","","","0"
"2024-07","Drummondville, Census metropolitan area (CMA)","2021S0503447","Room","Average asking rent","Dollars","81","units","0","v1675425020","6.5.1","610","E","","","0"
"2024-10","Drummondville, Census metropolitan area (CMA)","2021S0503447","Room","Average asking rent","Dollars","81","units","0","v1675425020","6.5.1","550","E","","","0"
"2025-01","Drummondville, Census metropolitan area (CMA)","2021S0503447","Room","Average asking rent","Dollars","81","units","0","v1675425020","6.5.1","560","E","","","0"
"2025-04","Drummondville, Census metropolitan area (CMA)","2021S0503447","Room","Average asking rent","Dollars","81","units","0","v1675425020","6.5.1","","F","","","0"
"2025-07","Drummondville, Census metropolitan area (CMA)","2021S0503447","Room","Average asking rent","Dollars","81","units","0","v1675425020","6.5.1","640","","","","0"
"2024-07","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425022","7.2.1","1570","","","","0"
"2024-10","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425022","7.2.1","1550","","","","0"
"2025-01","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425022","7.2.1","1540","","","","0"
"2025-04","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425022","7.2.1","1530","E","","","0"
"2025-07","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425022","7.2.1","1550","","","","0"
"2024-07","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425023","7.3.1","1950","","","","0"
"2024-10","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425023","7.3.1","1930","","","","0"
"2025-01","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425023","7.3.1","1930","","","","0"
"2025-04","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425023","7.3.1","1920","E","","","0"
"2025-07","Montréal, Census metropolitan area (CMA)","2021S0503462","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425023","7.3.1","1930","","","","0"
"2024-07","Montréal, Census metropolitan area (CMA)","2021S0503462","Room","Average asking rent","Dollars","81","units","0","v1675425025","7.5.1","720","","","","0"
"2024-10","Montréal, Census metropolitan area (CMA)","2021S0503462","Room","Average asking rent","Dollars","81","units","0","v1675425025","7.5.1","720","","","","0"
"2025-01","Montréal, Census metropolitan area (CMA)","2021S0503462","Room","Average asking rent","Dollars","81","units","0","v1675425025","7.5.1","710","","","","0"
"2025-04","Montréal, Census metropolitan area (CMA)","2021S0503462","Room","Average asking rent","Dollars","81","units","0","v1675425025","7.5.1","720","E","","","0"
"2025-07","Montréal, Census metropolitan area (CMA)","2021S0503462","Room","Average asking rent","Dollars","81","units","0","v1675425025","7.5.1","720","","","","0"
"2024-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424972","8.2.1","1520","","","","0"
"2024-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424972","8.2.1","1580","","","","0"
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424972","8.2.1","1520","","","","0"
"2025-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424972","8.2.1","1490","E","","","0"
"2025-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424972","8.2.1","1460","","","","0"
"2024-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424973","8.3.1","1750","","","","0"
"2024-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424973","8.3.1","1770","","","","0"
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424973","8.3.1","1680","E","","","0"
"2025-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424973","8.3.1","","F","","","0"
"2025-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424973","8.3.1","1730","","","","0"
"2024-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Room","Average asking rent","Dollars","81","units","0","v1675424975","8.5.1","750","","","","0"
"2024-10","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Room","Average asking rent","Dollars","81","units","0","v1675424975","8.5.1","750","","","","0"
"2025-01","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Room","Average asking rent","Dollars","81","units","0","v1675424975","8.5.1","720","","","","0"
"2025-04","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Room","Average asking rent","Dollars","81","units","0","v1675424975","8.5.1","730","E","","","0"
"2025-07","Ottawa - Gatineau (Quebec part), Census metropolitan area (CMA)","2021S050524505","Room","Average asking rent","Dollars","81","units","0","v1675424975","8.5.1","730","","","","0"
"2024-07","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425002","9.2.1","1220","","","","0"
"2024-10","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425002","9.2.1","1280","","","","0"
"2025-01","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425002","9.2.1","1210","","","","0"
"2025-04","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425002","9.2.1","1180","E","","","0"
"2025-07","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425002","9.2.1","1240","","","","0"
"2024-07","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425003","9.3.1","1570","","","","0"
"2024-10","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425003","9.3.1","1530","","","","0"
"2025-01","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425003","9.3.1","1470","","","","0"
"2025-04","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425003","9.3.1","1490","E","","","0"
"2025-07","Québec, Census metropolitan area (CMA)","2021S0503421","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425003","9.3.1","1520","","","","0"
"2024-07","Québec, Census metropolitan area (CMA)","2021S0503421","Room","Average asking rent","Dollars","81","units","0","v1675425005","9.5.1","540","","","","0"
"2024-10","Québec, Census metropolitan area (CMA)","2021S0503421","Room","Average asking rent","Dollars","81","units","0","v1675425005","9.5.1","560","","","","0"
"2025-01","Québec, Census metropolitan area (CMA)","2021S0503421","Room","Average asking rent","Dollars","81","units","0","v1675425005","9.5.1","570","","","","0"
"2025-04","Québec, Census metropolitan area (CMA)","2021S0503421","Room","Average asking rent","Dollars","81","units","0","v1675425005","9.5.1","570","E","","","0"
"2025-07","Québec, Census metropolitan area (CMA)","2021S0503421","Room","Average asking rent","Dollars","81","units","0","v1675425005","9.5.1","570","","","","0"
"2024-07","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424997","10.2.1","","..","","","0"
"2024-10","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424997","10.2.1","","..","","","0"
"2025-01","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424997","10.2.1","","..","","","0"
"2025-07","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675424997","10.2.1","","..","","","0"
"2024-07","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424998","10.3.1","","..","","","0"
"2024-10","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424998","10.3.1","","..","","","0"
"2025-01","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424998","10.3.1","","..","","","0"
"2025-07","Saguenay, Census metropolitan area (CMA)","2021S0503408","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675424998","10.3.1","","..","","","0"
"2024-07","Saguenay, Census metropolitan area (CMA)","2021S0503408","Room","Average asking rent","Dollars","81","units","0","v1675425000","10.5.1","520","E","","","0"
"2024-10","Saguenay, Census metropolitan area (CMA)","2021S0503408","Room","Average asking rent","Dollars","81","units","0","v1675425000","10.5.1","460","","","","0"
"2025-01","Saguenay, Census metropolitan area (CMA)","2021S0503408","Room","Average asking rent","Dollars","81","units","0","v1675425000","10.5.1","480","E","","","0"
"2025-04","Saguenay, Census metropolitan area (CMA)","2021S0503408","Room","Average asking rent","Dollars","81","units","0","v1675425000","10.5.1","","F","","","0"
"2025-07","Saguenay, Census metropolitan area (CMA)","2021S0503408","Room","Average asking rent","Dollars","81","units","0","v1675425000","10.5.1","520","E","","","0"
"2024-07","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425007","11.2.1","1000","","","","0"
"2024-10","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425007","11.2.1","1000","","","","0"
"2025-01","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425007","11.2.1","1030","","","","0"
"2025-04","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425007","11.2.1","1060","E","","","0"
"2025-07","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425007","11.2.1","1100","","","","0"
"2024-07","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425008","11.3.1","1190","","","","0"
"2024-10","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425008","11.3.1","1230","","","","0"
"2025-01","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425008","11.3.1","1250","","","","0"
"2025-04","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425008","11.3.1","1230","E","","","0"
"2025-07","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Apartment - 2 bedrooms","Average asking rent","Dollars","81","units","0","v1675425008","11.3.1","1230","","","","0"
"2024-07","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Room","Average asking rent","Dollars","81","units","0","v1675425010","11.5.1","500","","","","0"
"2024-10","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Room","Average asking rent","Dollars","81","units","0","v1675425010","11.5.1","490","","","","0"
"2025-01","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Room","Average asking rent","Dollars","81","units","0","v1675425010","11.5.1","500","","","","0"
"2025-04","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Room","Average asking rent","Dollars","81","units","0","v1675425010","11.5.1","520","E","","","0"
"2025-07","Sherbrooke, Census metropolitan area (CMA)","2021S0503433","Room","Average asking rent","Dollars","81","units","0","v1675425010","11.5.1","540","","","","0"
"2024-07","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425012","12.2.1","910","","","","0"
"2024-10","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425012","12.2.1","930","E","","","0"
"2025-01","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425012","12.2.1","910","","","","0"
"2025-04","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425012","12.2.1","","F","","","0"
"2025-07","Trois-Rivières, Census metropolitan area (CMA)","2021S0503442","Apartment - 1 bedroom","Average asking rent","Dollars","81","units","0","v1675425012","12.2.1","1030","E","","","0"
